id,original_text,segmented_text,equation,ans
1300011,"Enrique puts 12 % of his monthly paycheck in an IRA, and his mortgage payment is $1200. If he invests 72 dollars in the IRA, how much was his monthly paycheck?",,x=72.0/12/0.01,600
1400011,"Enrique puts 12 % of his monthly paycheck in an IRA, and he pays $300 in car insurance each month. If he invests 72 dollars in the IRA, how much was his monthly paycheck?",,x=72.0/12/0.01,600
1500011,"Enrique puts 12 % of his monthly paycheck in an IRA, and he donates $50 to charity each month. If he invests 72 dollars in the IRA, how much was his monthly paycheck?",,x=72.0/12/0.01,600
1600011,"If Enrique invests 72 dollars in the IRA, and the original amount was 600 dollars, what percentage of his paycheck did he invest in the IRA?",,x=(72.0/600.0)/0.01,12
12,"Isabel baked 3 brownies , but needed 5 total for her party . If she used 5 cups of flour on each one , how much cups of flour does she still need ?","Isabel baked 3 brownies , but needed 5 total for her party . If she used 5 cups of flour on each one , how much cups of flour does she still need ?",X=(5.0*(5.0-3.0)),10
100012,"John made 3 cookies, but needed 5 total for his event. If he used 5 cups of flour on each one, how much cups of flour does he still need?",,X=(5.0*(5.0-3.0)),10
200012,"Sarah baked 3 cakes, but needed 5 total for her wedding. If she used 5 cups of flour on each one, how much cups of flour does she still need?",,X=(5.0*(5.0-3.0)),10
300012,"Maria made 3 muffins, but needed 5 total for her breakfast. If she used 5 cups of flour on each one, how much cups of flour does she still need?",,X=(5.0*(5.0-3.0)),10
400012,"Dave baked 3 croissants, but needed 5 total for his bakery. If he used 5 cups of flour on each one, how much cups of flour does he still need?",,X=(5.0*(5.0-3.0)),10
500012,"Kim made 3 bread loaves, but needed 5 total for her restaurant. If she used 5 cups of flour on each one, how much cups of flour does she still need?",,X=(5.0*(5.0-3.0)),10
600012,"If Isabel used 5 cups of flour on each of the 3 brownies she baked, how much more cups of flour does she need to reach the total of 5 brownies for her party?",,X=(5.0*(5.0-3.0)),10
700012,"For her party, Isabel needed a total of 5 brownies but only baked 3. If she used 5 cups of flour on each one, how much more cups of flour does she need to meet the total?",,X=(5.0*(5.0-3.0)),10
800012,"Isabel baked 3 brownies using 5 cups of flour each, but she needs a total of 5 brownies for her party. How much more cups of flour does she need?",,X=(5.0*(5.0-3.0)),10
900012,"In order to have a total of 5 brownies for her party, Isabel baked 3 brownies and used 5 cups of flour on each one. How much more cups of flour does she need to reach the total?",,X=(5.0*(5.0-3.0)),10
1000012,"Isabel's party requires a total of 5 brownies, but she only baked 3 using 5 cups of flour on each. How much more cups of flour does she need to reach the total?",,X=(5.0*(5.0-3.0)),10
1100012,"Isabel baked 3 brownies, but needed 5 total for her party. If she used 5 cups of flour on each one and also bought 7 bags of sugar, how much cups of flour does she still need?",,X=(5.0*(5.0-3.0)),10
1200012,"Isabel baked 3 brownies, but needed 5 total for her party. If she used 5 cups of flour on each one and also used 8 eggs, how much cups of flour does she still need?",,X=(5.0*(5.0-3.0)),10
1300012,"Isabel baked 3 brownies, but needed 5 total for her party. If she used 5 cups of flour on each one and also used 2 cups of milk, how much cups of flour does she still need?",,X=(5.0*(5.0-3.0)),10
1400012,"Isabel baked 3 brownies, but needed 5 total for her party. If she used 5 cups of flour on each one and also used 1 cup of melted chocolate, how much cups of flour does she still need?",,X=(5.0*(5.0-3.0)),10
1500012,"Isabel baked 3 brownies, but needed 5 total for her party. If she used 5 cups of flour on each one and also used 1.5 cups of vegetable oil, how much cups of flour does she still need?",,X=(5.0*(5.0-3.0)),10
1600012,"If Isabel still needs 10 cups of flour to reach the total of 5 brownies for her party, and she uses 5 cups of flour on each one, how many more brownies did she already bake?",,X=(5.0-(10.0/5.0)),3
13,Mary is baking a cake . The recipe calls for 7 cups of flour and 3 cups of sugar . She already put in 2 cups of flour . How many cups of flour does she need to add ?,Mary is baking a cake . The recipe calls for 7 cups of flour and 3 cups of sugar . She already put in 2 cups of flour . How many cups of flour does she need to add ?,X=7-2,5
100013,Tom is making a pie. The recipe calls for 7 cups of flour and 3 cups of sugar. He already put in 2 cups of flour. How many cups of flour does he need to add?,,X=7-2,5
200013,Sarah is baking a batch of cookies. The recipe calls for 7 cups of flour and 3 cups of sugar. She already put in 2 cups of flour. How many cups of flour does she need to add?,,X=7-2,5
300013,Dave is making a loaf of bread. The recipe calls for 7 cups of flour and 3 cups of sugar. He already put in 2 cups of flour. How many cups of flour does he need to add?,,X=7-2,5
400013,Kim is baking a batch of muffins. The recipe calls for 7 cups of flour and 3 cups of sugar. She already put in 2 cups of flour. How many cups of flour does she need to add?,,X=7-2,5
500013,John is making a batch of brownies. The recipe calls for 7 cups of flour and 3 cups of sugar. He already put in 2 cups of flour. How many cups of flour does he need to add?,,X=7-2,5
600013,"How many cups of flour does Mary need to add to her cake, considering that the recipe calls for 7 cups of flour and 3 cups of sugar and she has already put in 2 cups of flour?",,X=7-2,5
700013,Mary is baking a cake and the recipe calls for a total of 7 cups of flour and 3 cups of sugar. She has already added 2 cups of flour. How many more cups of flour does she need to add?,,X=7-2,5
800013,"The recipe for Mary's cake calls for 7 cups of flour and 3 cups of sugar, and she has already put in 2 cups of flour. How many more cups of flour does she need to add to the cake?",,X=7-2,5
900013,"To bake her cake, Mary needs a total of 7 cups of flour and 3 cups of sugar according to the recipe. She has already added 2 cups of flour. How many more cups of flour does she need to add?",,X=7-2,5
1000013,"Mary has already added 2 cups of flour to the cake she is baking, which requires a total of 7 cups of flour and 3 cups of sugar according to the recipe. How many more cups of flour does she need to add?",,X=7-2,5
1100013,"Mary is baking a cake. The recipe calls for 7 cups of flour and 3 cups of sugar, and she has already put in 2 cups of flour. She also has a total of 10 eggs in the fridge. How many cups of flour does she need to add?",,X=7-2,5
1200013,"Mary is baking a cake. The recipe calls for 7 cups of flour and 3 cups of sugar, and she has already put in 2 cups of flour. She also has a total of 5 sticks of butter in the pantry. How many cups of flour does she need to add?",,X=7-2,5
1300013,"Mary is baking a cake. The recipe calls for 7 cups of flour and 3 cups of sugar, and she has already put in 2 cups of flour. She also has a total of 9 cups of milk in the fridge. How many cups of flour does she need to add?",,X=7-2,5
1400013,"Mary is baking a cake. The recipe calls for 7 cups of flour and 3 cups of sugar, and she has already put in 2 cups of flour. She also has a total of 4 cups of chocolate chips in the pantry. How many cups of flour does she need to add?",,X=7-2,5
1500013,"Mary is baking a cake. The recipe calls for 7 cups of flour and 3 cups of sugar, and she has already put in 2 cups of flour. She also has a total of 6 cups of nuts in the pantry. How many cups of flour does she need to add?",,X=7-2,5
1600013,"If Mary needs to add 5 cups of flour to her cake, and the recipe calls for a total of 7 cups of flour and 3 cups of sugar, how many cups of flour has she already put in?",,X=7-5,2
14,The number of kilograms of water in a human body varies directly as the total body w8 . A person who weighs 50 kilograms contains 36 kilograms of water . How many kilograms of water are in a person weighing 60 kilograms ?,The number of kilograms of water in a human body varies directly as the total body w8 . A person who weighs 50 kilograms contains 36 kilograms of water . How many kilograms of water are in a person weighing 60 kilograms ?,x=36.0/50.0*60.0,43.2
100014,The amount of water in a plant varies directly as the total weight of the plant. A plant that weighs 50 kilograms contains 36 kilograms of water. How much water is in a plant weighing 60 kilograms?,,x=36.0/50.0*60.0,43.2
200014,The number of kilograms of fuel in a car varies directly as the total weight of the car. A car that weighs 50 kilograms contains 36 kilograms of fuel. How much fuel is in a car weighing 60 kilograms?,,x=36.0/50.0*60.0,43.2
300014,The number of kilograms of sand in a bucket varies directly as the total weight of the bucket. A bucket that weighs 50 kilograms contains 36 kilograms of sand. How much sand is in a bucket weighing 60 kilograms?,,x=36.0/50.0*60.0,43.2
400014,The number of kilograms of apples in a basket varies directly as the total weight of the basket. A basket that weighs 50 kilograms contains 36 kilograms of apples. How many kilograms of apples are in a basket weighing 60 kilograms?,,x=36.0/50.0*60.0,43.2
500014,The number of kilograms of potatoes in a bag varies directly as the total weight of the bag. A bag that weighs 50 kilograms contains 36 kilograms of potatoes. How many kilograms of potatoes are in a bag weighing 60 kilograms?,,x=36.0/50.0*60.0,43.2
600014,"How many kilograms of water are in a person weighing 60 kilograms, considering that the number of kilograms of water in a human body varies directly as the total body weight and a person who weighs 50 kilograms contains 36 kilograms of water?",,x=36.0/50.0*60.0,43.2
700014,The number of kilograms of water in a human body varies directly as the total body weight. A person weighing 50 kilograms contains 36 kilograms of water. How many kilograms of water are in a person weighing 60 kilograms?,,x=36.0/50.0*60.0,43.2
800014,The number of kilograms of water in a human body is directly proportional to the total body weight. A person weighing 50 kilograms contains 36 kilograms of water. How many kilograms of water are in a person weighing 60 kilograms?,,x=36.0/50.0*60.0,43.2
900014,"A person weighing 50 kilograms contains 36 kilograms of water, and the number of kilograms of water in a human body varies directly as the total body weight. How many kilograms of water are in a person weighing 60 kilograms?",,x=36.0/50.0*60.0,43.2
